rec_id,value
411,"Wright, G.M., 1967, Geology of the Southeastern Barren Grounds, Parts of the Districts of Mackenzie and Keewatin (Operations Keewatin Baker the lon):  Geological Survey of Canada Memoir 350."
412,"Kirkham, R.V., 1985, Personal Communication:  Geological Survey of Canada, 1985."
413,"Preto, V.A., 1972, Lode Copper Deposits of the Racing River-Cataga River Area:  British Columbia, Geology, Exploration and Mining, (Gem 1971)."
414,"Pyke, M.W., 1967, Occurrences of base metal mineralization aong the Wollaston-Sandfly Lakes Trend:  Unpublished Paper, Industrial Exposition and Mineral Symposium Regina 1967, Saskatchewan Dept of Industry and Commerce."
415,"Rath, U., 1969, Base metal occurrences in the Wollaston Lake Belt of Northern Saskatchewan:  Canadian Institute of Mining and Metallurgy Bulletin, Vol. 62, No. 689."
416,"Coombe, W., 1977, La Ronge-Wollaston Belts base metals project George Hill, Johnson and Kaz Lakes and Geikie River Areas:  in Summary of Investigations 1977, Saskatchewan Geological Survey, p. 85-104."
416,"Kirkham, R.V., 1974, A Synopsis of Canadian stratiform copper deposits in sedimentary sequences:  Centenaire De La Societe Geologique De Belgique, Gisements Stratiformes Et Provinces Cupriferes, Liege 1974, p. 367-382."
417,"Coombe, W., 1977, La Ronge-Wollaston Belts base metals project George Hill, Johnson and Kaz Lakes and Geikie River Areas:  in Summary of Investigations 1977, Saskatchewan Geological Survey, p. 85-104."
418,"Rath, U., 1969, Base metal occurrences in the Wollaston Lake Belt of Northern Saskatchewan:  Canadian Institute of Mining and Metallurgy Bulletin, Vol. 62, No. 689."
418,"Coombe, W., 1977, La Ronge-Wollaston Belts base metals project George Hill, Johnson and Kaz Lakes and Geikie River Areas:  in Summary of Investigations 1977, Saskatchewan Geological Survey, p. 85-104."
419,"Cheve, S.R., Schrijver, K. and Tasse, N., 1985, Cryptalgalaminite Dolomite of the Dunphy Formation, Labrador Trough: Diagenetic and Tectono-Metamorphic Evolution Related to Copper Mineralization:  Canadian Jour. of Earth Sciences, Vol. 22, p. 1835."
420,"Chandler, F.W., 1978, Geological Environment of Aphebian Red Beds of the North Half of Richmond Gulf New Quebec:  in Current Research Part A, Geological Survey of Canada, Paper 78-1a, p. 107-110."
421,"Chandler, F.W., 1979, Geology of the Aphebian Supracrustal Rocks Lac Guillaume, Delisle, Quebec:  Geological Survey of Canada, Open-File 600 (Two Bedrock Geological Maps Scale 1 To 50000)."
422,"Cheve, S.R., Schrijver, K. and Tasse, N., 1985, Cryptalgalaminite Dolomite of the Dunphy Formation, Labrador Trough: Diagenetic and Tectono-Metamorphic Evolution Related To Copper Mineralization:  Canadian Jour. of Earth Sciences, Vol. 22, p. 1835."
423,"Fuzesy, L.M., 1977, Sedimentary Geology and Mineral Evaluation of the Area Between La Ronge and La Loche:  Summary of Investigations, Saskatchewan Geological Survey 1977, p. 175-180."
424,"Chandler, F.W. and Schwartz, E.J., 1980, Tectonics of the Richmond Gulf Area, Northern Quebec - A Hypothesis:  in Current Research Part C, Geological Survey of Canada, Paper 80-1c, p. 59-68."
425,"Chandler, F.W., 1978, Geological Environment of Aphebian Red Beds of the North Half of Richmond Gulf New Quebec:  in Current Research Part A, Geological Survey of Canada, Paper 78-1a, p. 107-110."
426,"Chandler, F.W., 1984, Metallogenesis of An Early Proterozoic Foreland Sequence Eastern Hudson Bay Canada:  Journal Geological Society of London, Vol. 141, p. 3-15."
427,"Cheve, S.R., Schrijver, K. and Tasse, N., 1985, Cryptalgalaminite Dolomite of the Dunphy Formation, Labrador Trough: Diagenetic and Tectono-Metamorphic Evolution Related To Copper Mineralization:  Canadian Jour. of Earth Sciences, Vol. 22, p. 1835."
428,"Kirkham, R.V., 1974, A synopsis of Canadian stratiform copper deposits in sedimentary Ssquences:  Centenaire De La Societe Geologique De Belgique, Gisements Stratiformes et Provinces Cupriferes, Liege 1974, p. 367-382."
429,"Cheve, S.R., 1983, Les Indices Mineralises Du Lac Romanet du Labrador (Noveau-Quebec):  Gouvernement Du Quebec, Ministere De L'energie Et Des Ressources, Rapport Interimaire, En Collaboration Avec L'inrs-Georessources."
430,"Cheve, S.R., Schrijver, K. and Tasse, N., 1985, Cryptalgalaminite Dolomite of the Dunphy Formation, Labrador Trough: Diagenetic and Tectono-Metamorphic Evolution Related To Copper Mineralization:  Canadian Jour. of Earth Sciences, Vol. 22, p. 1835."
431,"Sutherland-Brown, A., 1968, Northstar:  Annual Report for the Year Ended December 31 1967, Minister of Mines and Petrolium Resources, Province of British Columbia."
432,"Forsythe, L.H., 1976, The Geology of the Nemeiben Lake Area (West Half) and the La Ronge Area (West Half):  Saskatchewan Department of Mineral Resources Report 152."
433,"Gandhi, S.S., 1975, Cupriferous shales of the Adeline Island Formation, Seal Lake Group, Labrador:  Economic Geology, Vol. 70, p. 145-163."
434,"Spriggs, M.J., 1969, Airborne Anomaly checking, Northern Seal Lake:  British Newfoundland Exploration Ltd., Private Report 1969."
435,"Mann, E.L., 1959, Geology of the Seal Lake Area Central Labrador:  Unpublished Ph.D. thesis, 1959, Mcgill University."
436,"Brummer, J.J., 1960, A reconnaissance geochemical survey in the Seal Lake Area Labrador:  CIMM Bulletin, Vol. 53, No. 576, p. 260-267."
436,"Greene, B.A., 1974, An outline of the Geology of Labrador:  Mineral Development Division, Newfoundland Department of Mines and Energy, Information Circular No. 15."
437,"Brummer, J.J., 1961, Geology of the Seal Lake Area, Labrador:  Geological Society of America Bulletin, Vol. 72, No. 9."
437,"Gandhi, S.S., 1975, Cupriferous shales of the Adeline Island Formation, Seal Lake Group, Labrador:  Economic Geology, Vol. 70, p. 145-163."
438,"Douglas, C., 1976, Mineral Occurrence Tables:  Labrador Mineral Development Division Open-File-Lab 326."
439,"Douglas, C., 1976, Mineral occurrence tables:  Labrador Mineral Development Division Open-File-Lab 326."
440,"Douglas, C., 1976, Mineral Occurrence Tables:  Labrador Mineral Development Division Open-File-Lab 326."
441,"Mann, E.L., 1959, Geology of the Seal Lake Area Central Labrador:  Unpublished Ph.D. thesis, 1959, Mcgill University."
442,"Douglas, C., 1976, Mineral occurrence tables:  Labrador Mineral Development Division Open-File-Lab 326."
442,"Greene, B.A., 1974, An outline of the geology of Labrador:  Mineral Development Division, Newfoundland Department of Mines and Energy, Information Circular No. 15."
443,"Greene, B.A., 1974, An outline of the geology of Labrador:  Mineral Development Division, Newfoundland Department of Mines and Energy, Information Circular No. 15."
444,"Robinson, W.G.,, Report on the Seal Lake Concession, Labrador, During 1955:  Frobisher Ltd., Unpublished Report 1954."
445,"Roy, J.L. and Fahrig, W.F., 1973, The Paleomagnetism of Seal and Croteau rocks from the Grenville Front, Labrador: Polar Wandering and Tectonic Implications:  Canadian Journal of Earth Sciences, Vol. 10, N0. 8, p. 1279-1301."
446,"Bailey, D.G., 1975, Geology of the Morehead Lake Area South-Central British Columbia (93a/12):  in Geological Fieldwork 1975, British Columbia Department of Mines and Petroleum Resources, p. 59-65."
447,"Kindle, E.D.,, Copper deposits in Cordilleran Region:  Geological Survey of Canada, Unpublished Paper 1971."
448,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
449,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
450,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
451,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
452,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
453,"Anon,  Copper Geology File 1971."
454,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
455,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
456,"Anon,  Copper Geology File 1971."
457,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
458,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
459,"Anon,  Copper Geology File 1971."
460,"Anon, 1970, , Annual Report of Prospectus Minerals Ltd 1970."
461,"Collins, J.A., 1977, Genesis of cupriferous quartz arenite cycles in the Grinnel Formation:  Bulletin of Canadian Petroleum Geologists, Vol. 25, No. 4, p. 713-735."
462,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
463,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
464,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
465,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
466,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
467,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
468,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
469,"Gobel, R.J., 1970, The Yarrow-Creek-Spionkop Creek copper deposits:  Unpublished M.Sc. thesis, University of Alberta 1970."
470,"Gorie, E.,, Kintla Explorations Ltd Final Geological Report 1972-1973 Programs, Big Horn Claims, Yarrow Creek-Spionkop Creek, Southwestern Alberta:  Copper Geology File 1974."
471,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
472,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
473,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
474,"Anon, 1967, Commerce Nickel Mines Ltd.: Canadian Mines Handbook, 1967-1968, p. 88."
475,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
476,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
477,"Anon, 1967, Commerce Nickel Mines Ltd:  Canadian Mines Handbook 1967-68, p. 88."
478,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
479,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
480,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
481,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
482,"Morton, R., 1973, Sulfide deposits associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
483,"Anon, 1969, / British Columbia Minister of Mines, Annual Report, 1968."
484,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
485,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
486,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
487,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
488,"Morton, R., 1973, Sulfide Deposits Associated with Precambrian Belt-Purcell Strata in Alberta and British Columbia, Canada:  Belt Symposium September 17-22 1973 (Moscow Idaho), Vol. 1, p. 159-179."
489,"Kirkham, R.V., 1985, Base metals in Upper Windsor (Codroy) Group Oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
490,"Knight, I., 1983, Geology of the Carboniferous Bay St George Subbasin, Western Newfoundland:  Mineral Development Division, Department of Mines and Energy, Government of Newfoundland and Labrador, Memoir 1."
491,"Knight, I., 1983, Geology of the Carboniferous Bay St George Subbasin, Western Newfoundland:  Mineral Development Division, Department of Mines and Energy, Government of Newfoundland and Labrador, Memoir 1."
492,"Boleneus, D.E., 2002, unpublished database"
493,"Adkins, A.R., 1993, Geology of the Montanore stratabound Cu-Ag deposit, Lincoln and Sanders Counties, Montana: Montana Bureau of Mines and Geology Open File Report 381, 3 p."
493,"Boleneus, D.E., 2002, unpublished database"
494,"Knight, I., 1983, Geology of the Carboniferous Bay St George Subbasin, Western Newfoundland:  Mineral Development Division, Department of Mines and Energy, Government of Newfoundland and Labrador, Memoir 1."
495,"Knight, I., 1983, Geology of the Carboniferous Bay St George Subbasin, Western Newfoundland:  Mineral Development Division, Department of Mines and Energy, Government of Newfoundland and Labrador, Memoir 1."
